hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,reservation_status
City Hotel,1,2016,May,5,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,September,20,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,January,30,0,1,2,0,0,SC,PRT,Direct,1,0,1,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,26,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2015,September,8,0,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2017,May,25,1,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
City Hotel,1,2016,December,26,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2015,July,15,0,2,2,0,0,FB,PRT,TA/TO,0,24,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,October,16,2,3,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,August,7,1,5,2,2,0,HB,ESP,TA/TO,0,0,0,C,C,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,4,2,4,3,0,0,BB,PRT,TA/TO,0,0,0,A,E,No Deposit,0,Contract,0,Check-Out
Resort Hotel,0,2017,August,19,2,5,3,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,August,9,2,1,2,2,0,BB,ESP,TA/TO,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,October,19,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,April,15,2,2,2,0,0,SC,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,August,29,1,5,1,0,0,BB,BLR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,June,26,2,4,2,0,0,BB,SWE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,August,18,0,2,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,March,25,2,1,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,June,29,0,3,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,February,21,2,5,2,0,0,SC,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,August,16,0,2,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,February,15,1,4,3,0,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,July,26,0,1,3,0,0,BB,PRT,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,1,1,2,2,0,0,BB,NLD,TA/TO,0,0,0,B,B,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,25,1,2,2,0,0,SC,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,August,24,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,June,20,1,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,39,Transient,0,Canceled
Resort Hotel,1,2015,December,19,0,1,2,0,0,FB,PRT,Direct,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,August,31,1,4,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,11,0,1,2,0,0,BB,ROU,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,10,0,3,2,2,0,BB,NLD,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,December,27,2,3,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,June,15,4,10,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Contract,0,Check-Out
City Hotel,1,2016,September,8,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,March,17,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,9,2,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,June,6,1,2,1,0,0,BB,SWE,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,May,31,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2015,December,27,2,0,2,2,0,BB,JPN,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,May,13,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,July,20,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,April,7,0,3,2,0,0,Undefined,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,November,27,1,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,October,11,0,2,1,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,May,15,1,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,October,7,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,February,18,0,1,1,0,0,BB,PRT,Direct,1,0,2,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,5,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2016,October,10,1,3,2,0,0,SC,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2015,September,17,0,3,1,0,0,BB,GBR,Corporate,0,1,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,1,2017,April,16,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,July,22,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,November,5,0,1,2,1,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,May,10,0,3,1,0,0,SC,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,April,29,1,1,2,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,December,5,2,1,2,0,0,HB,ESP,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,July,2,0,0,1,0,0,HB,PRT,TA/TO,0,0,0,A,I,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,October,29,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,March,16,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,January,27,0,3,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2015,December,30,0,3,2,0,0,BB,PRT,TA/TO,0,1,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,June,25,2,0,2,0,0,BB,CHE,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,July,23,1,1,1,1,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,March,5,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,18,1,3,1,0,0,BB,PRT,Corporate,0,0,0,E,E,Non Refund,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,April,27,0,2,1,0,0,HB,ITA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2015,September,24,2,4,1,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2016,March,24,1,3,2,0,0,FB,PRT,Direct,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2015,August,10,1,2,2,0,0,BB,ESP,TA/TO,0,0,0,E,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,14,0,3,3,0,0,BB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,30,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2016,April,8,0,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,34,Transient-Party,0,Check-Out
City Hotel,0,2017,May,25,0,3,2,2,0,BB,FRA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,February,16,0,1,1,0,0,BB,PRT,Direct,0,0,1,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,August,25,4,10,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Contract,0,Check-Out
City Hotel,0,2016,May,10,0,3,1,0,0,BB,MAR,TA/TO,0,0,0,A,B,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,November,18,1,2,2,0,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,November,9,0,1,2,0,0,BB,ITA,TA/TO,0,0,0,E,G,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,February,16,0,3,1,0,0,SC,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,March,1,0,1,2,0,0,SC,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,March,14,2,8,2,0,0,BB,NLD,TA/TO,0,0,0,F,F,No Deposit,0,Transient,1,Check-Out
City Hotel,1,2015,July,20,1,1,1,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
Resort Hotel,1,2016,August,13,1,1,2,0,0,HB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,October,6,0,3,2,0,0,BB,PRT,TA/TO,1,1,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,July,3,1,0,2,0,0,BB,BRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,September,9,0,2,2,0,0,BB,FRA,Corporate,0,0,0,A,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,October,8,1,1,2,0,0,BB,BEL,TA/TO,0,0,0,E,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,16,0,1,2,0,0,BB,GBR,Direct,0,0,0,B,B,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,November,14,1,3,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,10,1,0,1,0,0,BB,USA,Corporate,0,0,0,D,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,May,11,0,1,2,0,0,BB,GBR,TA/TO,0,0,0,A,E,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2015,October,16,0,2,1,0,0,HB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,August,14,0,2,2,0,0,HB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
Resort Hotel,1,2016,May,27,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,May,27,2,2,2,2,0,BB,USA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2016,February,7,2,0,2,0,0,BB,PRT,TA/TO,1,1,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2015,October,30,1,2,2,0,0,BB,GBR,TA/TO,0,0,0,D,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,March,1,0,1,3,0,0,BB,BRA,Direct,0,0,0,A,H,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,August,22,1,3,1,0,0,BB,IRL,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,No-Show
City Hotel,0,2016,April,11,1,3,2,0,0,BB,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,April,16,2,0,2,0,0,SC,NLD,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,September,15,0,3,2,0,0,BB,GBR,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,July,18,0,3,2,0,0,BB,ARG,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,October,2,2,0,1,0,0,BB,USA,GDS,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,February,15,1,1,2,0,0,BB,POL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,1,Check-Out
City Hotel,0,2017,August,26,2,1,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,March,5,2,3,1,0,0,SC,PRT,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2015,July,8,0,2,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2017,February,4,1,1,2,0,1,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,September,4,0,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,March,1,0,1,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2016,September,14,1,4,2,0,0,BB,POL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,August,21,1,3,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,September,17,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2015,July,29,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,August,27,0,2,1,0,0,BB,ITA,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2015,October,8,0,2,1,0,0,BB,PRT,Direct,0,0,0,A,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,April,25,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,February,13,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,May,19,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,July,5,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,August,11,0,3,1,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2016,August,16,0,3,3,1,0,BB,PRT,TA/TO,0,0,0,H,H,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2017,February,11,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,February,10,1,2,2,0,0,BB,GBR,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,June,20,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,January,3,0,5,2,0,0,SC,SWE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,May,27,1,1,2,2,0,BB,FRA,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,April,6,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,C,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2015,August,5,0,2,1,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Transient-Party,0,Canceled
Resort Hotel,0,2016,April,19,0,1,2,0,0,BB,PRT,Corporate,0,0,0,A,F,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2016,May,13,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,August,13,2,1,2,0,0,SC,ESP,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,February,20,1,2,1,0,0,BB,PRT,Corporate,0,0,3,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,April,10,1,3,2,1,0,BB,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,March,31,1,3,2,0,0,BB,ITA,Direct,0,0,0,A,A,Refundable,0,Transient-Party,0,Check-Out
City Hotel,1,2016,September,17,1,1,2,0,0,BB,DNK,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,June,9,0,1,2,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2016,December,26,3,8,2,2,0,BB,DEU,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,February,25,0,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,No-Show
Resort Hotel,0,2017,January,22,2,0,2,0,0,BB,DEU,Direct,0,0,0,G,G,No Deposit,0,Group,0,Check-Out
City Hotel,1,2017,February,20,1,1,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,1,2015,October,29,0,1,1,0,0,BB,PRT,TA/TO,0,1,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2015,September,7,1,1,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,0,Contract,0,Canceled
City Hotel,1,2017,February,13,1,1,2,0,0,SC,CHE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,0,2016,July,25,1,0,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2017,August,9,0,3,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,July,8,2,6,2,0,0,SC,CHE,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2017,January,6,0,2,2,0,0,BB,ESP,Direct,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,November,16,0,1,1,0,0,SC,ESP,GDS,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2016,June,2,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
Resort Hotel,0,2016,March,22,2,6,2,0,0,BB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2015,October,9,0,2,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Contract,0,Canceled
City Hotel,1,2017,January,2,1,1,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2015,August,12,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,May,16,0,3,2,0,0,BB,FRA,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,August,25,0,2,2,0,0,BB,ISR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,August,19,2,3,2,0,0,BB,ROU,TA/TO,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2016,February,8,1,2,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,0,2016,May,31,0,2,3,0,0,BB,ESP,TA/TO,0,0,0,D,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2016,October,14,0,2,2,0,0,HB,DEU,TA/TO,0,0,0,A,B,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2017,July,21,2,2,2,0,0,BB,CHE,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,0,2017,April,17,1,4,2,0,0,SC,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2016,November,18,0,1,2,0,0,SC,FRA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2017,June,5,1,2,2,0,0,BB,EST,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,April,6,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,October,19,2,5,1,0,0,BB,GBR,TA/TO,0,0,0,A,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,May,6,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2015,October,2,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2015,October,19,2,5,1,0,0,BB,GBR,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,September,25,1,0,1,0,0,SC,ITA,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,April,8,2,5,2,2,0,HB,PRT,TA/TO,0,0,0,G,G,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,May,13,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2016,August,11,0,0,2,0,0,BB,PRT,TA/TO,1,0,0,A,K,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,0,2017,July,7,0,2,2,0,0,BB,DEU,TA/TO,0,0,0,A,A,No Deposit,0,Transient,1,Check-Out
City Hotel,0,2017,July,17,1,3,2,0,0,BB,BEL,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
Resort Hotel,1,2017,April,1,2,3,3,1,0,HB,BEL,TA/TO,0,0,0,H,H,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,July,15,3,6,3,0,0,BB,PRT,Direct,0,0,0,G,G,No Deposit,0,Transient,1,Check-Out
Resort Hotel,0,2017,March,20,2,5,1,0,0,BB,AUT,Direct,0,0,0,G,G,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,1,2016,February,25,0,3,2,0,0,BB,PRT,TA/TO,0,1,0,A,A,Non Refund,44,Transient,0,Canceled
Resort Hotel,0,2017,May,3,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,1,2017,May,25,2,7,2,0,0,HB,IRL,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
City Hotel,1,2017,August,28,1,3,2,0,0,HB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
Resort Hotel,1,2015,December,31,2,6,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2016,December,13,0,1,1,0,0,BB,PRT,Corporate,1,0,8,A,D,No Deposit,0,Transient,1,Check-Out
City Hotel,1,2016,July,12,2,6,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
City Hotel,1,2016,May,23,1,3,1,0,0,BB,PRT,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Canceled
City Hotel,1,2015,October,2,0,2,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,No Deposit,0,Transient-Party,0,Canceled
City Hotel,1,2017,June,19,1,1,2,0,0,BB,BEL,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Canceled
Resort Hotel,0,2017,March,26,2,3,1,0,0,BB,GBR,Direct,0,0,0,F,F,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,August,9,2,5,2,0,0,BB,ITA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
City Hotel,0,2017,July,2,1,0,2,0,0,SC,CN,TA/TO,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,October,14,2,5,2,0,0,BB,GBR,Direct,0,0,0,E,E,No Deposit,125,Transient-Party,0,Check-Out
City Hotel,0,2017,August,10,2,4,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,March,7,4,10,2,0,0,HB,GBR,TA/TO,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2015,November,16,1,2,1,0,0,BB,PRT,Corporate,0,0,0,A,A,No Deposit,0,Transient-Party,0,Check-Out
City Hotel,0,2015,December,28,1,3,3,0,0,BB,ITA,Direct,0,0,0,E,E,No Deposit,0,Transient,0,Check-Out
City Hotel,1,2017,January,23,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,Non Refund,0,Transient,0,Canceled
City Hotel,0,2017,July,21,2,2,2,1,0,BB,DEU,Direct,0,0,0,A,A,No Deposit,0,Transient,0,Check-Out
Resort Hotel,0,2016,January,26,0,1,1,0,0,BB,PRT,Corporate,0,0,0,A,D,No Deposit,0,Transient,0,Check-Out
